segurado_id;idade;renda_mensal;estado;tipo_seguro;data_contratacao;canal_aquisicao;score_risco;tem_dependentes
11340;35;14994,75;RJ;Vida;2024-03-23;App;4,0;True
11341;34;5298,53;SP;Ambos;2024-09-23;App;2,1;False
11342;26;7530,19;MG;Vida;2024-12-06;App;3,9;True
11343;34;7378,61;RJ;Ambos;2024-03-27;Indicação;4,1;False
11344;54;24123,47;MG;Vida;2024-06-02;App;4,0;False
11345;33;11859,49;SP;Auto;2024-12-31;App;2,4;True
11346;60;3770,3;SC;Vida;2024-08-01;Site;4,8;True
11347;59;8485,66;MG;Auto;2024-03-01;App;4,4;True
11348;25;11649,52;SP;Vida;2024-09-08;Site;1,6;True
11349;26;2913,98;GO;Vida;2024-01-09;App;4,0;False
11350;53;9375,96;SP;Auto;2024-12-18;Site;5,0;True
11351;34;17014,86;PR;Auto;2024-02-06;Site;3,3;True
11352;18;3640,11;RS;Auto;2024-06-02;Indicação;2,5;False
11353;30;4009,72;SP;Auto;2024-02-27;App;2,0;False
11354;41;14947,97;GO;Auto;2024-03-19;App;2,3;True
11355;49;5177,28;SP;Auto;2024-03-24;Redes Sociais;2,0;True
11356;24;3336,22;PR;Auto;2024-06-07;App;4,4;True
11357;23;12302,91;SP;Vida;2024-11-05;App;2,4;False
11358;58;9934,79;MG;Vida;2024-03-04;Indicação;5,0;True
11359;47;7087,41;DF;Auto;2024-08-07;App;3,0;True
11360;41;14577,11;MG;Ambos;2024-09-07;Site;1,5;True
11361;48;15320,46;SP;Auto;2024-06-19;Indicação;2,5;True
11362;35;6260,55;RJ;Auto;2024-01-01;Indicação;2,8;True
11363;47;26424,01;RS;Auto;2024-11-26;Site;3,1;True
11364;34;20097,95;RJ;Auto;2024-02-10;Site;3,6;True
11365;29;2000,0;GO;Vida;2024-02-18;Indicação;3,6;False
11366;46;3225,74;BA;Auto;2024-07-14;App;2,4;False
11367;35;2000,0;SP;Auto;2024-09-12;Redes Sociais;2,9;True
11368;66;5285,38;SC;Ambos;2024-02-27;App;1,8;True
11369;33;2841,67;PE;Vida;2024-08-07;Site;2,3;True
11370;58;3751,75;SP;Vida;2024-01-28;App;4,3;False
11371;58;14234,13;SP;Vida;2024-04-01;Indicação;2,6;False
11372;29;2000,0;SP;Ambos;2024-02-25;Redes Sociais;4,1;True
11373;49;7264,94;SP;Auto;2024-01-19;App;2,5;True
11374;36;7234,19;CE;Auto;2024-10-07;Redes Sociais;2,1;False
11375;57;6262,45;RJ;Auto;2024-02-12;Site;3,5;True
11376;36;7270,24;RJ;Vida;2024-03-02;Indicação;2,9;True
11377;47;2000,0;SP;Auto;2024-07-09;Site;4,0;True
11378;37;3764,28;SP;Auto;2024-10-01;Redes Sociais;4,9;True
11379;29;19537,69;MG;Vida;2024-11-06;App;4,1;True
11380;27;2870,35;PR;Auto;2024-12-04;App;2,9;True
11381;35;21303,52;MG;Vida;2024-12-11;Site;3,6;True
11382;47;2478,04;SP;Auto;2024-01-15;Site;2,9;True
11383;41;2278,04;SC;Vida;2024-01-19;Indicação;3,0;False
11384;45;3407,57;PE;Ambos;2024-09-23;Site;1,0;True
11385;31;14623,1;RJ;Auto;2024-01-11;Redes Sociais;3,1;False
11386;37;4526,55;RJ;Vida;2024-08-17;Site;1,0;True
11387;20;8448,84;SP;Vida;2024-08-22;Indicação;3,4;True
11388;50;6985,18;SP;Vida;2024-11-13;Indicação;3,5;True
11389;68;6386,08;RS;Auto;2024-12-17;App;3,9;False
11390;35;16185,69;SC;Auto;2024-11-23;Site;2,3;True
11391;18;11385,12;SP;Ambos;2024-06-27;App;1,5;True
11392;26;2980,86;SP;Auto;2024-08-29;Site;3,9;False
11393;43;5470,36;RJ;Auto;2024-09-14;Site;3,0;False
11394;42;22480,6;SP;Auto;2024-02-28;Indicação;3,2;False
11395;49;8297,36;PE;Ambos;2024-11-27;Site;2,3;False
11396;30;2308,86;PR;Vida;2024-04-02;Redes Sociais;5,0;False
11397;48;2426,18;RJ;Auto;2024-03-19;App;5,0;True
11398;45;12370,89;SP;Ambos;2024-02-21;App;2,4;True
11399;32;10847,68;BA;Vida;2024-10-11;Site;3,7;True
11400;39;3480,89;RJ;Vida;2024-06-17;Site;2,4;False
11401;25;11196,33;SC;Auto;2024-02-18;Site;2,6;False
11402;36;20324,34;SP;Auto;2024-06-09;App;1,9;False
11403;55;18407,27;SP;Vida;2024-04-26;App;1,8;True
11404;35;20393,97;RS;Auto;2024-01-14;Site;4,6;True
11405;52;9787,31;RJ;Auto;2024-02-02;Redes Sociais;2,6;True
11406;41;5858,44;SP;Auto;2024-01-15;Indicação;2,3;False
11407;27;5005,36;SP;Vida;2024-01-23;Site;3,5;False
11408;41;6553,99;SP;Vida;2024-11-11;App;2,1;True
11409;38;3593,15;PR;Auto;2024-07-29;Redes Sociais;1,1;True
11410;34;5158,96;SP;Auto;2024-09-18;App;2,8;False
11411;23;16197,04;MG;Auto;2024-10-09;App;5,0;False
11412;35;2150,92;RJ;Vida;2024-05-19;Site;3,0;True
11413;21;2256,41;PR;Vida;2024-03-31;Redes Sociais;3,2;False
11414;22;11865,28;SP;Vida;2024-10-25;App;1,9;False
11415;35;5192,02;SP;Auto;2024-02-24;Site;2,3;True
11416;31;2000,0;RJ;Auto;2024-10-07;Site;1,8;True
11417;58;6355,44;SP;Vida;2024-10-27;App;3,3;False
11418;34;5750,92;RJ;Auto;2024-12-05;App;3,7;True
11419;47;4906,13;RJ;Vida;2024-03-05;Site;3,2;True
11420;39;10721,37;ES;Auto;2024-04-03;Redes Sociais;2,2;True
11421;45;2609,11;MG;Ambos;2024-07-20;App;3,7;True
11422;30;6694,82;SP;Auto;2024-09-20;App;4,4;True
11423;59;5723,41;RJ;Auto;2024-05-17;Site;3,4;False
11424;39;6812,25;BA;Vida;2024-09-10;App;2,8;True
11425;51;2000,0;BA;Vida;2024-03-04;Redes Sociais;1,8;False
11426;33;4601,54;CE;Vida;2024-12-14;App;5,0;False
11427;22;6726,69;GO;Auto;2024-09-21;App;2,7;False
11428;44;9689,63;SP;Vida;2024-08-24;Site;4,2;False
11429;18;24160,58;SP;Auto;2024-12-05;Redes Sociais;2,2;True
11430;37;11662,85;MG;Auto;2024-04-20;Site;2,4;False
11431;27;9161,9;PR;Auto;2024-08-04;Site;2,0;False
11432;42;16155,77;SP;Auto;2024-03-25;App;4,0;False
11433;65;5363,24;SP;Vida;2024-04-14;App;3,6;True
11434;37;19687,71;CE;Ambos;2024-07-23;Indicação;3,5;True
11435;50;14523,03;PE;Vida;2024-10-03;App;3,9;True
11436;38;4855,59;SP;Auto;2024-03-17;App;3,3;False
11437;38;25508,54;SP;Ambos;2024-01-12;App;3,1;False
11438;58;9071,15;GO;Auto;2024-11-15;Indicação;3,7;True
11439;55;30794,1;RJ;Auto;2024-11-30;Site;3,6;True
11440;48;8202,77;SC;Auto;2024-12-06;App;2,5;False
11441;31;4476,73;RJ;Ambos;2024-06-13;App;1,4;False
11442;39;3876,64;PR;Ambos;2024-04-08;Site;1,8;True
11443;28;5171,82;RJ;Ambos;2024-09-08;Site;4,4;False
11444;36;4447,48;GO;Vida;2024-12-15;App;1,6;True
11445;37;16154,79;SP;Vida;2024-12-02;Site;5,0;False
11446;51;6501,04;MG;Auto;2024-09-03;App;4,5;True
11447;56;2143,48;MG;Ambos;2024-03-03;App;5,0;False
11448;35;7700,98;RS;Auto;2024-03-08;Site;1,5;True
11449;18;7243,5;SP;Vida;2024-02-15;Site;2,4;True
11450;53;4778,94;RS;Ambos;2024-01-28;App;4,3;True
11451;26;8000,94;SP;Auto;2024-03-15;App;4,1;False
11452;42;6432,53;GO;Auto;2024-11-11;App;2,6;False
11453;19;10338,56;SP;Vida;2024-08-06;Site;2,7;False
11454;34;9921,76;BA;Vida;2024-02-02;Indicação;4,9;True
11455;67;8564,94;RS;Auto;2024-05-31;App;2,9;False
11456;22;2672,58;SP;Auto;2024-08-27;Site;2,4;True
11457;35;29240,55;SP;Vida;2024-07-03;Site;3,8;True
11458;31;2232,35;CE;Vida;2024-06-08;App;3,5;True
11459;56;6062,66;SP;Auto;2024-07-29;App;5,0;False
11460;54;3083,73;PR;Auto;2024-07-12;Site;3,8;True
11461;29;8755,49;SP;Ambos;2024-04-13;Redes Sociais;1,9;True
11462;21;7309,16;GO;Ambos;2024-03-03;App;2,8;True
11463;42;5895,02;PR;Vida;2024-07-31;Site;3,0;True
11464;32;19195,69;PE;Vida;2024-03-15;App;4,3;False
11465;44;14413,88;BA;Auto;2024-06-21;Site;3,3;False
11466;19;5276,51;MG;Vida;2024-12-12;App;4,1;False
11467;24;11648,05;SP;Vida;2024-07-30;App;2,2;False
11468;45;19836,44;SP;Auto;2024-09-27;App;5,0;True
11469;28;14341,91;SP;Auto;2024-02-17;Site;3,8;False
11470;53;6030,87;SP;Auto;2024-05-01;App;4,4;False
11471;20;2179,37;RJ;Vida;2024-03-08;Indicação;4,3;True
11472;28;8326,96;BA;Auto;2024-08-17;Indicação;4,4;True
11473;69;10593,83;SP;Auto;2024-01-31;Indicação;4,1;True
11474;36;3871,0;SP;Auto;2024-12-14;App;3,7;False
11475;45;6739,77;MG;Vida;2024-05-01;App;3,4;True
11476;26;6260,27;BA;Vida;2024-11-14;App;4,1;True
11477;42;17525,24;SP;Auto;2024-07-08;Site;2,2;True
11478;46;24286,39;RJ;Vida;2024-11-19;Indicação;2,1;False
11479;32;15103,02;RJ;Vida;2024-04-14;Site;1,3;True
11480;51;6248,59;SP;Auto;2024-02-21;Indicação;2,4;False
11481;41;14815,09;RS;Auto;2024-04-23;App;4,9;False
11482;34;10447,85;RS;Vida;2024-08-27;Site;2,4;True
11483;40;6295,37;BA;Auto;2024-04-28;Indicação;5,0;False
11484;40;28700,6;GO;Vida;2024-11-19;Indicação;2,9;False
11485;26;3957,58;GO;Vida;2024-06-01;App;2,2;True
11486;35;10124,73;MG;Auto;2024-07-24;App;2,3;True
11487;33;11940,51;SP;Auto;2024-02-29;App;1,0;True
11488;35;5424,88;SP;Auto;2024-06-16;Site;4,8;False
11489;48;9812,35;MG;Vida;2024-06-17;App;3,6;False
11490;37;12859,63;GO;Auto;2024-02-05;Redes Sociais;4,8;False
11491;59;7873,39;MG;Vida;2024-07-05;App;1,2;False
11492;31;9234,92;PE;Vida;2024-08-14;Site;2,9;False
11493;35;7142,38;SP;Vida;2024-05-18;App;4,5;False
11494;49;11594,24;SP;Ambos;2024-01-28;App;3,3;True
11495;39;5651,72;SC;Ambos;2024-01-15;Redes Sociais;4,0;True
11496;39;5333,39;BA;Auto;2024-05-22;Indicação;2,4;True
11497;20;6730,42;RJ;Ambos;2024-03-01;App;4,4;False
11498;34;15192,67;SP;Vida;2024-06-06;Indicação;2,7;False
11499;30;2000,0;SP;Auto;2024-09-12;App;3,5;False
11500;69;3510,25;SP;Auto;2024-07-19;App;3,6;True
11501;32;32631,69;RJ;Auto;2024-05-21;Indicação;2,9;False
11502;55;8043,6;SP;Vida;2024-09-18;App;3,2;False
11503;44;4989,42;RJ;Vida;2024-08-31;Redes Sociais;4,0;True
11504;33;11572,61;RJ;Auto;2024-12-22;App;1,4;True
11505;39;3829,47;RJ;Auto;2024-10-19;App;3,9;False
11506;52;2000,0;MG;Vida;2024-12-22;Site;1,0;False
11507;55;8504,58;RS;Auto;2024-04-06;App;2,0;True
11508;25;3977,67;RJ;Vida;2024-11-30;App;1,2;True
11509;33;7122,21;SP;Vida;2024-04-02;Site;3,3;False
11510;32;8354,71;RJ;Vida;2024-01-02;Site;2,6;True
11511;20;7328,17;SP;Auto;2024-06-08;App;3,5;True
11512;41;2005,61;SP;Auto;2024-12-31;Site;3,7;False
11513;53;6757,42;SP;Ambos;2024-07-21;Site;2,3;False
11514;34;9056,35;SP;Auto;2024-01-25;Site;3,6;False
11515;47;2489,8;PR;Auto;2024-03-05;App;2,6;False
11516;42;2290,62;DF;Vida;2024-09-30;Indicação;4,7;False
11517;34;3139,07;PE;Vida;2024-11-18;App;3,4;True
11518;24;11189,55;BA;Vida;2024-03-30;App;2,1;True
11519;46;2000,0;PR;Auto;2024-01-05;App;1,7;True
11520;53;11858,99;PE;Vida;2024-01-05;Site;2,1;True
11521;45;8729,29;PR;Vida;2024-05-19;App;2,3;True
11522;18;5539,99;RJ;Auto;2024-05-08;Site;4,2;True
11523;28;2353,27;MG;Vida;2024-09-21;Site;1,5;True
11524;21;3798,92;SP;Auto;2024-02-28;Site;3,4;True
11525;40;11468,2;SP;Ambos;2024-05-11;Site;2,2;True
11526;47;15989,82;RJ;Ambos;2024-09-22;Indicação;5,0;False
11527;23;3222,93;RJ;Vida;2024-06-29;App;4,0;False
11528;51;14754,52;PR;Vida;2024-11-28;Site;2,5;False
11529;40;10722,64;BA;Vida;2024-12-24;Site;3,2;True
11530;45;6602,57;CE;Vida;2024-11-14;Site;3,8;True
11531;64;3958,03;RJ;Vida;2024-04-16;App;1,9;False
11532;22;4416,17;CE;Vida;2024-10-10;App;2,5;False
11533;56;23766,82;SC;Vida;2024-04-20;App;3,5;True
11534;24;7516,9;SP;Auto;2024-08-20;Redes Sociais;4,4;True
11535;34;16829,82;MG;Auto;2024-02-23;App;2,4;True
11536;52;7856,45;RJ;Auto;2024-02-04;Site;3,0;True
11537;56;4832,46;SP;Auto;2024-09-20;App;2,3;True
11538;38;9985,24;MG;Vida;2024-12-23;Redes Sociais;3,9;True
11539;41;30045,99;MG;Auto;2024-04-19;App;3,0;True
11540;45;4226,45;SP;Ambos;2024-04-26;Indicação;2,9;True
11541;51;12578,05;PE;Vida;2024-02-02;App;3,7;True
11542;23;7580,67;MG;Vida;2024-09-05;App;4,1;True
11543;49;2405,08;SP;Auto;2024-11-19;Redes Sociais;1,9;True
11544;37;2367,73;PR;Ambos;2024-03-31;App;1,2;True
11545;36;4834,88;RJ;Ambos;2024-12-13;App;3,2;False
11546;35;8461,16;RJ;Vida;2024-04-30;Indicação;4,5;True
11547;38;12269,37;BA;Vida;2024-10-26;Indicação;1,9;True
11548;59;2209,15;SP;Ambos;2024-05-15;App;2,1;True
11549;39;10476,48;RJ;Vida;2024-02-26;App;2,3;True
11550;60;6106,65;SC;Vida;2024-09-23;App;4,0;True
11551;26;6649,65;RS;Auto;2024-09-07;Site;3,9;False
11552;46;10016,89;SP;Auto;2024-02-18;Indicação;3,6;False
11553;50;22522,58;SC;Ambos;2024-07-08;App;4,7;False
11554;44;8205,41;PE;Auto;2024-05-08;Redes Sociais;2,7;True
11555;42;2566,46;PR;Auto;2024-05-28;App;2,6;True
11556;40;5819,88;BA;Vida;2024-02-07;Site;2,6;True
11557;53;12046,07;RJ;Ambos;2024-12-04;App;4,7;True
11558;50;12326,79;RJ;Auto;2024-02-10;Indicação;1,8;False
11559;23;10573,19;SP;Auto;2024-11-09;Redes Sociais;1,2;True
11560;52;4642,36;PR;Auto;2024-11-13;App;2,8;True
11561;35;2546,62;PE;Auto;2024-05-03;App;5,0;True
11562;30;10023,18;GO;Auto;2024-03-19;Indicação;3,0;False
11563;54;2835,67;SP;Vida;2024-12-29;Redes Sociais;1,5;False
11564;36;10776,33;RS;Auto;2024-08-28;Site;3,3;False
11565;49;10778,43;ES;Auto;2024-02-02;Site;3,6;False
11566;30;4782,0;SP;Auto;2024-03-29;App;5,0;True
11567;18;6132,0;RS;Ambos;2024-03-14;App;5,0;False
11568;38;7624,14;GO;Auto;2024-09-25;Indicação;3,3;True
11569;22;4314,04;GO;Auto;2024-12-14;Site;3,9;True
11570;47;2522,04;SP;Auto;2024-02-10;Indicação;3,4;True
11571;30;6454,59;SP;Auto;2024-07-20;Site;1,0;False
11572;36;6943,23;RS;Vida;2024-12-19;Redes Sociais;4,2;False
11573;22;17201,18;PE;Auto;2024-06-17;App;1,9;False
11574;31;3837,61;MG;Vida;2024-02-06;App;2,9;False
11575;48;14015,89;RJ;Vida;2024-03-11;App;1,6;True
11576;25;2972,18;BA;Vida;2024-06-26;Indicação;4,1;True
11577;43;2588,36;RJ;Vida;2024-07-09;App;2,4;True
11578;57;5374,37;RS;Auto;2024-02-08;Site;2,3;False
11579;44;3433,6;RJ;Auto;2024-05-16;Site;2,6;True
11580;49;2563,09;RJ;Auto;2024-11-05;Redes Sociais;3,1;False
11581;23;25874,97;SP;Ambos;2024-01-04;Site;3,1;True
11582;30;4836,02;SP;Vida;2024-01-09;Site;2,1;False
11583;56;33453,53;GO;Vida;2024-11-25;App;4,5;True
11584;46;3306,64;SP;Ambos;2024-11-03;App;3,2;True
11585;43;2006,24;SP;Auto;2024-02-06;App;3,1;True
11586;44;16381,42;MG;Auto;2024-11-16;Indicação;5,0;True
11587;35;3989,18;MG;Auto;2024-09-27;App;4,3;True
11588;20;7311,52;MG;Vida;2024-03-30;App;3,3;False
11589;48;2568,45;RJ;Auto;2024-11-02;Site;2,2;True
11590;44;6459,59;SP;Auto;2024-12-29;App;2,7;False
11591;37;2539,85;SP;Vida;2024-01-03;App;1,4;True
11592;56;6299,75;SP;Ambos;2024-10-30;Site;3,1;False
11593;32;4761,16;PE;Vida;2024-01-28;App;3,8;True
11594;31;7794,61;MG;Vida;2024-03-03;App;3,3;False
11595;54;10280,29;RJ;Vida;2024-11-01;Indicação;3,0;False
11596;49;7853,83;RJ;Vida;2024-03-19;Indicação;2,5;True
11597;38;9097,3;RS;Auto;2024-01-05;Site;2,9;True
11598;24;6146,74;RJ;Vida;2024-05-01;Redes Sociais;4,9;False
11599;28;4891,61;SC;Ambos;2024-04-28;Indicação;3,5;False
11600;43;9219,56;SP;Vida;2024-03-08;App;2,9;True
11601;34;6136,36;RJ;Ambos;2024-04-18;Site;3,7;True
11602;51;6302,38;PE;Vida;2024-08-05;App;2,5;True
11603;60;8764,12;SP;Vida;2024-12-08;App;3,9;False
11604;49;3218,75;RS;Auto;2024-11-09;Redes Sociais;1,0;True
11605;34;18046,87;RJ;Vida;2024-09-23;Indicação;4,1;False
11606;49;5571,67;RJ;Auto;2024-11-02;App;1,5;True
11607;33;7236,75;SP;Auto;2024-01-23;App;3,9;False
11608;26;6430,69;SP;Ambos;2024-11-27;Redes Sociais;3,7;True
11609;19;10476,82;SP;Ambos;2024-02-17;App;2,0;True
11610;34;8412,11;BA;Auto;2024-04-07;Site;2,7;False
11611;56;6406,4;CE;Vida;2024-02-18;Redes Sociais;1,3;False
11612;29;18290,33;SP;Vida;2024-12-28;App;1,6;False
11613;28;2000,0;SP;Vida;2024-09-23;App;3,4;True
11614;64;15833,32;MG;Vida;2024-03-11;Indicação;3,0;True
11615;19;12634,05;MG;Ambos;2024-12-18;App;3,0;True
11616;48;2000,0;RS;Vida;2024-06-15;Site;3,7;False
11617;32;12714,5;PR;Auto;2024-09-01;App;1,3;True
11618;19;13917,85;SC;Ambos;2024-04-13;App;1,4;True
11619;57;9830,4;SP;Vida;2024-01-22;App;2,4;True
11620;24;2227,51;SP;Auto;2024-04-20;App;4,4;False
11621;39;10698,48;GO;Auto;2024-11-18;App;1,4;False
11622;30;13427,2;RJ;Auto;2024-07-12;Redes Sociais;3,2;True
11623;21;4444,65;DF;Vida;2024-11-05;App;4,3;True
11624;20;9034,39;MG;Auto;2024-03-31;App;3,2;False
11625;23;5181,01;MG;Auto;2024-06-02;App;1,4;False
11626;21;12329,67;RS;Auto;2024-03-15;Indicação;3,6;True
11627;48;5327,01;SP;Auto;2024-10-02;Redes Sociais;5,0;False
11628;37;4420,1;SP;Auto;2024-12-20;App;2,0;False
11629;33;6454,24;GO;Auto;2024-07-25;Indicação;4,1;True
11630;35;2593,71;SP;Ambos;2024-08-16;Indicação;4,2;False
11631;58;6020,9;SP;Vida;2024-01-03;Site;3,1;True
11632;57;8548,11;MG;Vida;2024-08-26;Indicação;5,0;True
11633;46;12197,32;RS;Vida;2024-12-19;Site;2,9;True
11634;55;7897,25;SP;Vida;2024-06-24;Site;3,5;False
11635;32;2433,73;RJ;Ambos;2024-09-04;App;1,0;True
11636;34;17095,83;RJ;Auto;2024-07-18;Site;4,3;False
11637;42;18129,78;BA;Ambos;2024-10-07;App;4,8;False
11638;42;7178,15;BA;Ambos;2024-10-08;Site;1,0;False
11639;37;3919,19;GO;Vida;2024-08-23;Site;4,2;True
11640;34;4572,74;BA;Auto;2024-02-20;Indicação;3,8;True
11641;67;5753,33;SC;Vida;2024-02-09;Site;3,1;True
11642;50;8063,22;BA;Ambos;2024-08-24;App;1,7;True
11643;36;5360,76;SP;Auto;2024-04-22;App;3,4;False
11644;46;3637,78;SP;Vida;2024-11-01;Redes Sociais;1,7;True
11645;30;13576,65;RS;Vida;2024-04-23;Indicação;2,1;False
11646;22;7943,43;PE;Auto;2024-07-11;Redes Sociais;3,5;True
11647;33;3175,88;RS;Vida;2024-08-05;App;3,3;True
11648;35;8134,89;SP;Auto;2024-12-01;Indicação;3,3;True
11649;18;7430,21;PE;Vida;2024-08-31;App;3,3;False
11650;50;4013,28;PR;Auto;2024-11-15;Redes Sociais;4,8;True
11651;33;15314,19;PR;Vida;2024-05-22;Redes Sociais;3,6;False
11652;40;7291,19;PR;Auto;2024-10-13;Redes Sociais;3,9;True
11653;21;5700,82;RS;Vida;2024-04-07;App;2,6;True
11654;26;6257,67;SP;Auto;2024-02-03;App;2,7;True
11655;55;9052,01;SP;Auto;2024-07-06;Site;2,3;True
11656;42;6307,35;CE;Vida;2024-09-21;Redes Sociais;2,9;True
11657;60;6270,55;SP;Ambos;2024-05-29;App;3,2;True
11658;69;13991,08;SC;Vida;2024-01-13;Site;2,1;True
11659;34;2458,03;RJ;Vida;2024-10-08;App;4,4;True
11660;31;2762,56;GO;Vida;2024-05-02;Indicação;3,1;False
11661;53;11428,6;MG;Vida;2024-05-30;App;3,6;False
11662;69;35993,54;RS;Vida;2024-08-27;App;2,7;False
11663;42;12253,25;SP;Vida;2024-02-17;Indicação;2,8;True
11664;49;24463,71;SP;Vida;2024-06-14;App;4,7;False
11665;48;4894,85;PR;Auto;2024-12-11;App;1,8;False
11666;33;4247,32;SP;Vida;2024-11-21;Site;3,3;False
11667;40;9132,3;PR;Auto;2024-06-02;App;1,0;True
11668;51;12933,22;MG;Vida;2024-01-10;App;4,2;True
11669;45;2648,94;BA;Vida;2024-03-29;Indicação;3,4;True
11670;19;5714,41;SP;Vida;2024-05-16;App;2,6;True
11671;32;6509,96;MG;Auto;2024-06-16;App;2,1;True
11672;25;4124,87;MG;Auto;2024-06-23;App;1,0;False
11673;29;4475,82;SP;Vida;2024-06-05;Redes Sociais;2,1;False
11674;56;11969,88;PR;Ambos;2024-12-02;Site;3,1;False
11675;19;9216,76;RJ;Auto;2024-04-11;App;2,6;True
11676;28;11601,81;SP;Auto;2024-12-16;App;1,4;True
11677;32;8398,53;RJ;Vida;2024-01-28;Site;1,1;True
11678;42;3600,11;SP;Auto;2024-12-04;App;1,9;True
11679;39;8921,08;GO;Auto;2024-06-26;Site;3,0;False
11680;28;3406,82;RJ;Vida;2024-06-09;Site;4,4;True
11681;25;5333,55;SP;Ambos;2024-07-12;App;4,7;False
11682;29;3211,93;SP;Vida;2024-05-04;Site;3,7;False
11683;38;4325,91;PR;Vida;2024-08-14;Indicação;4,7;True
11684;30;7068,02;SC;Auto;2024-10-01;Indicação;3,8;True
11685;59;4816,28;SP;Auto;2024-09-25;Site;4,5;True
11686;37;3575,24;SP;Auto;2024-12-12;Indicação;2,8;False
11687;20;14712,58;GO;Vida;2024-09-23;Site;2,4;False
11688;46;6101,47;SP;Vida;2024-06-05;Site;3,2;True
11689;32;4584,56;SP;Auto;2024-04-15;App;2,6;True
11690;43;3109,82;SP;Vida;2024-02-25;App;3,2;False
11691;31;2000,0;RJ;Vida;2024-09-17;App;3,7;True
11692;40;5679,21;SC;Auto;2024-03-08;Redes Sociais;4,8;True
11693;48;2528,16;MG;Vida;2024-05-09;Site;3,6;True
11694;58;10920,81;SP;Auto;2024-10-17;Site;3,9;True
11695;30;6772,62;RJ;Auto;2024-01-26;App;2,8;True
11696;32;19748,89;SP;Auto;2024-03-12;Indicação;4,0;False
11697;37;7755,46;RS;Vida;2024-11-08;App;1,9;False
11698;58;3989,17;MG;Vida;2024-10-31;Site;2,5;True
11699;56;2000,0;CE;Vida;2024-08-12;App;3,0;True
11700;22;11667,71;MG;Auto;2024-01-11;App;3,6;True
11701;24;2672,41;RS;Auto;2024-07-30;App;1,0;False
11702;38;4985,55;MG;Auto;2024-01-09;App;4,6;False
11703;23;21415,32;SP;Auto;2024-02-03;App;2,7;True
11704;33;10174,99;RS;Auto;2024-09-09;App;4,6;False
11705;25;8715,91;SP;Auto;2024-06-27;Site;4,3;False
11706;43;12849,06;PR;Auto;2024-07-26;Site;2,3;True
11707;60;12518,15;SP;Ambos;2024-09-27;Site;5,0;True
11708;69;20063,6;RJ;Vida;2024-05-19;Site;3,9;True
11709;34;4352,36;MG;Vida;2024-07-14;Indicação;3,4;False
11710;41;5096,56;RS;Auto;2024-07-17;Site;3,6;True
11711;53;3478,41;RS;Vida;2024-04-16;App;3,0;True
11712;23;6484,12;PR;Vida;2024-06-24;Site;2,5;False
11713;45;6047,72;SP;Vida;2024-03-03;App;3,1;False
11714;35;2000,0;GO;Vida;2024-10-10;App;3,7;True
11715;28;4197,61;SP;Vida;2024-04-22;App;2,0;False
11716;35;18167,35;SP;Vida;2024-03-14;App;3,9;False
11717;21;7871,04;SP;Vida;2024-11-12;App;2,7;False
11718;45;10946,54;RS;Auto;2024-02-16;App;3,4;True
11719;30;6097,41;SP;Auto;2024-08-19;Redes Sociais;2,4;False
11720;32;2000,0;SP;Auto;2024-09-29;Site;2,9;True
11721;23;6062,97;RJ;Ambos;2024-11-02;App;3,8;False
11722;53;13755,41;MG;Vida;2024-01-26;Indicação;4,1;True
11723;38;2892,92;MG;Vida;2024-03-04;App;1,5;True
11724;40;11191,69;MG;Auto;2024-03-30;Redes Sociais;1,7;False
11725;40;2015,69;ES;Vida;2024-12-25;Redes Sociais;1,5;False
11726;35;6728,68;BA;Auto;2024-09-19;App;4,9;True
11727;27;9712,44;SP;Vida;2024-08-09;Site;5,0;True
11728;47;5332,21;PR;Auto;2024-09-19;App;3,4;True
11729;24;37448,8;MG;Ambos;2024-12-30;App;3,4;True
11730;23;4697,41;SP;Auto;2024-12-09;App;2,5;False
11731;46;4425,37;SP;Vida;2024-01-03;Site;2,9;False
11732;28;7655,23;SC;Auto;2024-04-01;Redes Sociais;3,7;True
11733;31;3910,88;MG;Vida;2024-06-09;App;4,0;False
11734;37;2418,89;MG;Ambos;2024-10-29;Site;3,3;True
11735;36;3076,76;SP;Vida;2024-05-19;App;1,0;True
11736;45;11277,79;PE;Ambos;2024-05-29;Site;4,5;False
11737;42;5359,05;PR;Auto;2024-05-20;Site;3,1;True
11738;43;21838,17;PE;Vida;2024-08-16;App;3,4;False
11739;46;4871,39;SP;Auto;2024-11-02;Indicação;3,0;False
11740;31;10909,15;MG;Vida;2024-02-13;App;2,0;True
11741;32;9486,16;RS;Auto;2024-05-09;Site;2,8;False
11742;36;4820,8;SP;Auto;2024-06-09;App;2,9;True
11743;31;3586,15;SP;Auto;2024-07-04;Site;1,0;True
11744;67;2000,0;SP;Vida;2024-05-11;App;2,8;False
11745;50;9771,1;DF;Ambos;2024-07-14;Site;2,2;True
11746;26;15348,63;MG;Auto;2024-08-12;App;1,7;True
11747;18;2179,93;SP;Vida;2024-02-25;Indicação;1,0;False
11748;20;5118,87;RS;Auto;2024-11-18;Site;2,3;False
11749;29;4159,53;RS;Auto;2024-12-01;Indicação;2,8;False
11750;23;9759,13;SP;Auto;2024-04-01;Redes Sociais;2,9;True
11751;39;5270,83;ES;Vida;2024-03-14;App;1,7;False
11752;53;16748,88;SC;Vida;2024-11-03;App;1,6;True
11753;47;5069,13;RJ;Vida;2024-04-25;App;2,9;False
